order,id,name,product_id,variation_id,quantity,tax_class,subtotal,subtotal_tax,total,total_tax,taxes,sku,price,parent_name,lazada_product_link,lazada_price,lazada_order_status
"2395","28","Mô Hình Zoro 3000 Thế Giới 26cm 2 Đầu 3 Kiếm Mô hình One Piece Cao Cấp, Figure Mô Hình Anmie One Piece Luffy Vua Hải Tặc","2389","0","1","","119000","0","119000","0","","2004063388","119000","null"
"2394","25","Mô Hình Zoro 3000 Thế Giới 26cm 2 Đầu 3 Kiếm Mô hình One Piece Cao Cấp, Figure Mô Hình Anmie One Piece Luffy Vua Hải Tặc","2389","0","3","","357000","0","357000","0","","2004063388","119000","null"
