id,parentId,status,currency,version,pricesIncludeTax,dateCreated,dateModified,discountTotal,discountTax,shippingTotal,shippingTax,cartTax,total,totalTax,customerId,orderKey,billing,shipping,paymentMethod,paymentMethodTitle,transactionId,customerIpAddress,customerUserAgent,createdVia,customerNote,dateCompleted,datePaid,cartHash,number,metaData,lineItems,taxLines,shippingLines,feeLines,couponLines,refunds,paymentUrl,isEditable,needsPayment,needsProcessing,dateCreatedGmt,dateModifiedGmt,dateCompletedGmt,datePaidGmt,currencySymbol,links
"2395","0","on-hold","VND","7.6.0","false","Tue May 02 2023 03:43:23 GMT+0700 (Indochina Time)","Tue May 02 2023 03:43:24 GMT+0700 (Indochina Time)","0","0","0","0","0","119000","0","1","wc_order_YHn3KMmYMbP1p","[object Object]","[object Object]","vnpay","Thanh toán qua VNPAY","","2402:800:6345:92a:bc44:439b:649a:8660","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36","checkout","","null","null","6948620cd543b65cbbedd6e61562270f","2395","[{"id":5137;"key":"is_vat_exempt";"value":"no"}]","[{"id":28;"name":"Mô Hình Zoro 3000 Thế Giới 26cm 2 Đầu 3 Kiếm Mô hình One Piece Cao Cấp; Figure Mô Hình Anmie One Piece Luffy Vua Hải Tặc";"product_id":2389;"variation_id":0;"quantity":1;"tax_class":"";"subtotal":"119000";"subtotal_tax":"0";"total":"119000";"total_tax":"0";"taxes":[];"meta_data":[];"sku":"2004063388";"price":119000;"image":{"id":"2388";"src":"https://123.online/wp-content/uploads/2023/04/50c053841d6ae61387ffa0b4004bd3c9.png"};"parent_name":null}]","[]","[{"id":29;"method_title":"Giao hàng miễn phí";"method_id":"free_shipping";"instance_id":"1";"total":"0";"total_tax":"0";"taxes":[];"meta_data":[{"id":241;"key":"Mặt hàng";"value":"Mô Hình Zoro 3000 Thế Giới 26cm 2 Đầu 3 Kiếm Mô hình One Piece Cao Cấp; Figure Mô Hình Anmie One Piece Luffy Vua Hải Tặc &times; 1";"display_key":"Mặt hàng";"display_value":"Mô Hình Zoro 3000 Thế Giới 26cm 2 Đầu 3 Kiếm Mô hình One Piece Cao Cấp; Figure Mô Hình Anmie One Piece Luffy Vua Hải Tặc &times; 1"}]}]","[]","[]","[]","https://123.online/index.php/checkout/order-pay/2395/?pay_for_order=true&key=wc_order_YHn3KMmYMbP1p","true","false","true","Tue May 02 2023 03:43:23 GMT+0700 (Indochina Time)","Tue May 02 2023 03:43:24 GMT+0700 (Indochina Time)","null","null","₫","[object Object]",
